CAMIS,DBA,BORO,STREET,CUISINE DESCRIPTION,INSPECTION DATE,CRITICAL FLAG,SCORE,Latitude,Longitude,year
50002807,DUNKIN,Bronx,EAST FORDHAM ROAD,Donuts,2020-02-25,Not Critical,13.0,40.862691381938,-73.900940330303,2020
41720851,BRAVO CAFE,Bronx,UNIONPORT ROAD,American,2019-07-18,Critical,14.0,40.834865243362,-73.854508435853,2019
50087299,LINCOLN FRIED CHICKEN,Bronx,WESTCHESTER AVENUE,Chicken,2019-01-14,Critical,12.0,40.828464483493,-73.880687498358,2019
41654160,TIN MARIN RESTAURANT & LOUNGE,Bronx,RIVERDALE AVENUE,Latin American,2018-03-02,Critical,15.0,40.886937927163,-73.90707043517399,2018
50042695,FRECKLE JUICE,Bronx,DYRE AVENUE,"Juice, Smoothies, Fruit Salads",2020-02-20,Critical,19.0,40.888289929701,-73.831280226177,2020
41081933,SHILA BAR & WINE,Bronx,CRESCENT AVENUE,Coffee/Tea,2019-10-18,Not Critical,13.0,40.853848990064996,-73.887278626573,2019
41619215,"AU BON PAIN, ANDALE MEXICAN GRILL",Bronx,UNIVERSITY AVENUE,Soups/Salads/Sandwiches,2018-03-15,Not Critical,16.0,40.857387539629,-73.909696629032,2018
50002521,JADE PALACE,Bronx,EINSTEIN LOOP,Chinese,2018-01-04,Not Critical,28.0,40.864051808709995,-73.82255654243801,2018
50085183,ANTHONY'S PIZZA,Bronx,MORRIS PARK AVENUE,Pizza,2019-02-21,Critical,12.0,40.845352569711,-73.865505637273,2019
41478014,SUBWAY,Bronx,BOSTON ROAD,Sandwiches,2017-12-27,Not Critical,12.0,40.834563052256996,-73.894459492693,2017
50042777,NABAYA AFRICAN AMERICAN RESTUARANT,Bronx,MELROSE AVENUE,African,2019-03-26,Critical,29.0,40.823600481498,-73.91413990403301,2019
41119200,PEPPER'S CARIBBEAN RESTAURANT AND BAR,Bronx,WHITE PLAINS ROAD,Caribbean,2019-05-29,Not Critical,15.0,40.901270912212,-73.85207991593501,2019
50008156,FRESCO TORTILLAS,Bronx,WEST  235 STREET,Tex-Mex,2018-12-12,Not Critical,46.0,40.885708031067,-73.91019688107299,2018
41702558,MAR Y TIERRA RESTAURANT & LOUNGE,Bronx,BAINBRIDGE AVENUE,Latin American,2019-07-11,Not Critical,23.0,40.876389215264,-73.87964652648401,2019
41640858,EL PORTON BAR & MEXICAN RESTAURANT,Bronx,SOUTHERN BOULEVARD,Mexican,2019-08-28,Not Critical,26.0,40.812469831941,-73.902908360435,2019
41400142,IHOP,Bronx,EAST  174 STREET,Pancakes/Waffles,2018-04-18,Critical,13.0,40.836646055356,-73.88559128446299,2018
50046042,LA CANTINA,Bronx,ARTHUR AVENUE,Bottled Beverages,2019-02-26,Critical,23.0,40.857009988793,-73.88632973131,2019
50054129,FORDHAM U - A CRUST & BOAR'S HEAD,Bronx,EAST FORDHAM ROAD,Sandwiches/Salads/Mixed Buffet,2018-09-21,Critical,10.0,40.860726736162,-73.889533661913,2018
50072884,VORFI PIZZA AND BUREK,Bronx,ASTOR AVENUE,Pizza,2019-02-16,Not Critical,19.0,40.859605265586,-73.864894663873,2019
50038449,NAIA DELI GRILL JUICE AND SALAD BAR,Bronx,WASHINGTON AVENUE,American,2019-08-15,Not Critical,9.0,40.851880404854,-73.895339205538,2019
41544565,MCDERMOTT'S PUB,Bronx,EAST TREMONT AVENUE,American,2018-06-25,Critical,5.0,40.842948739491,-73.846257440927,2018
50079804,BAGELS AND CREAM,Bronx,EASTCHESTER ROAD,Bagels/Pretzels,2020-01-02,Critical,12.0,40.847165373514,-73.844747650825,2020
50074650,CUMIN INDIAN CUISINE,Bronx,JOHNSON AVENUE,Indian,2019-04-18,Critical,17.0,40.886141413758004,-73.90983463361201,2019
50058196,O'SIDES,Bronx,OGDEN AVENUE,Spanish,2019-02-19,Critical,37.0,40.84402805047,-73.92364072869199,2019
41015947,MORRIS YACHT & BEACH CLUB,Bronx,CITY ISLAND AVENUE,American,2016-06-29,Critical,27.0,40.838425302286,-73.783210861199,2016
50074743,BRISAS EXPRESS,Bronx,WHITE PLAINS ROAD,Latin American,2022-02-03,Critical,13.0,40.834980039846,-73.863047613868,2022
41362565,BASCOM CATERING & EVENTS,Bronx,GARRISON AVENUE,American,2017-05-02,Not Critical,4.0,40.818212038074996,-73.890897921755,2017
40926214,LA MONEDA RESTAURANT,Bronx,JEROME AVENUE,Latin American,2018-02-08,Critical,23.0,40.846449748021,-73.913224762097,2018
50019204,ESCAPE INTERNATIONAL CUISINE,Bronx,HOBART AVENUE,American,2019-06-01,Critical,10.0,40.848444852515,-73.831417827211,2019
50096375,MAMA'S PLACE,Bronx,EAST  138 STREET,Spanish,2019-08-21,Not Critical,19.0,40.807409958885,-73.918918273044,2019
50085343,Giovani’s Big Pizza,Bronx,PROSPECT AVENUE,Pizza,2018-12-01,Critical,41.0,40.820060569313,-73.901466497603,2018
41519383,BALIMAYA RESTAURANT,Bronx,3 AVENUE,African,2019-08-14,Not Critical,71.0,40.810824748143,-73.927620194849,2019
50056609,HUNG HING CHINESE RESTAURANT,Bronx,BEDFORD PARK BOULEVARD,Chinese,2019-03-13,Critical,15.0,40.871137441597,-73.886656218497,2019
50084602,SAN MARCOS CAFE,Bronx,WESTCHESTER AVE,Latin American,2019-11-21,Not Critical,22.0,0.0,0.0,2019
41212707,KING HING RESTAURANT,Bronx,WESTCHESTER AVENUE,Chinese,2018-09-20,Not Critical,10.0,40.852028768013,-73.82907720088801,2018
41598963,PADDY'S ON THE BAY,Bronx,PENNYFIELD AVENUE,American,2019-03-01,Critical,16.0,40.809911067664,-73.803584377911,2019
50054551,"BURGER KING, POPEYES",Bronx,EAST FORDHAM ROAD,Hamburgers,2018-07-03,Critical,20.0,40.862358037522,-73.896428934495,2018
50047152,SECTION 5 PIZZA,Bronx,EINSTEIN LOOP,American,2017-12-07,Not Critical,7.0,40.86430893499,-73.821988234122,2017
50003874,PALACE OF JAPAN,Bronx,JOHNSON AVENUE,Japanese,2018-02-20,Not Critical,12.0,40.885834084508,-73.90993631631099,2018
40705983,"MI PUEBLITO BAKERY, COMIDA TIPICA MEXICANA",Bronx,EAST  167 STREET,Mexican,2019-09-05,Not Critical,34.0,40.834950765008,-73.918992993848,2019
50063693,TAQUERIA HUARACHE,Bronx,EAST MOUNT EDEN AVENUE,Mexican,2019-09-11,Critical,24.0,40.844164223081,-73.914344575706,2019
41678996,FLAVAS INTERNATIONAL GRILL,Bronx,GERARD AVENUE,Caribbean,2018-11-14,Critical,10.0,40.826997988362,-73.925224936692,2018
41564778,MELA'S CAFE,Bronx,WASHINGTON AVENUE,Spanish,2019-05-06,Critical,9.0,40.843148281661,-73.900253922366,2019
50076721,"AUNTIE ANNE'S PRETZELS, CINNABON",Bronx,3 AVENUE,Hotdogs/Pretzels,2018-08-16,Critical,15.0,40.816255128927004,-73.91731060404899,2018
50084602,SAN MARCOS CAFE,Bronx,WESTCHESTER AVE,Latin American,2018-12-04,Critical,22.0,0.0,0.0,2018
50017778,JUICES FOR LIFE,Bronx,EAST TREMONT AVENUE,"Juice, Smoothies, Fruit Salads",2021-08-18,Not Critical,14.0,40.8319703535,-73.827343786955,2021
50005259,KENNEDY FRIED CHICKEN & PIZZA,Bronx,WHITE PLAINS ROAD,Chicken,2021-08-16,Critical,12.0,40.898671489532,-73.85409331655501,2021
50001954,CONSTANT SPRING RESTAURANT,Bronx,EAST GUN HILL ROAD,Caribbean,2017-12-27,Not Critical,11.0,40.870726151614,-73.846775106931,2017
50001954,CONSTANT SPRING RESTAURANT,Bronx,EAST GUN HILL ROAD,Caribbean,2017-12-27,Not Critical,11.0,40.870726151614,-73.846775106931,2017
50090981,RAMS JUICES HOUSE,Bronx,EAST FORDHAM ROAD,"Juice, Smoothies, Fruit Salads",2019-08-26,Not Critical,12.0,40.858303909141995,-73.884729646245,2019
50063156,"TWIN DONUT, BLIMPIES",Bronx,EAST  161 STREET,Bagels/Pretzels,2019-01-18,Critical,9.0,40.826424451379,-73.921287044249,2019
50053544,KENNEDY FRIED CHICKEN,Bronx,WEBSTER AVENUE,Chicken,2016-08-29,Critical,22.0,40.831211386838,-73.910205674727,2016
41415845,BRISAS DEL CARIBE,Bronx,CASTLE HILL AVENUE,Latin American,2019-07-09,Critical,50.0,40.832165548169996,-73.851106684792,2019
40654198,DUNKIN,Bronx,EAST GUNHILL ROAD,Donuts,2022-01-05,Critical,30.0,40.864154407933,-73.834288248638,2022
41713701,TROPICAL ROTISSERIE CHICKEN,Bronx,SEDGWICK AVENUE,Chicken,2018-06-29,Critical,28.0,40.869953129347,-73.90321460210801,2018
50039514,CATANIA'S PIZZA CAFE,Bronx,ARTHUR AVENUE,Pizza,2019-03-19,Not Critical,19.0,40.853749238983,-73.889133204412,2019
41587257,NEW DYNASTY CHINESE RESTAURANT,Bronx,EAST AVENUE,Chinese,2019-09-17,Critical,29.0,40.836738680970996,-73.860156470069,2019
50067950,MAMA G AFRICAN KITCHEN,Bronx,EAST GUN HILL ROAD,African,2017-10-31,Critical,12.0,40.871276498522,-73.84782964447099,2017
41615635,PERISTA RESTAURANT,Bronx,WEST KINGSBRIDGE ROAD,American,2018-04-06,Not Critical,13.0,40.868376139294,-73.901430785914,2018
50074193,ESTRELLA BRONX RESTAURANT,Bronx,WEBSTER AVENUE,Latin American,2019-12-20,Critical,13.0,40.851282394474,-73.89878495507901,2019
50043696,KHALLE BAR AND GRILL,Bronx,BAILEY AVENUE,Spanish,2019-06-12,Not Critical,10.0,40.883519012726005,-73.89852593331601,2019
50053046,"DUNKIN',' BASKIN ROBBINS",Bronx,WILLIAMSBRIDGE ROAD,American,2018-10-24,Critical,8.0,40.856080808768,-73.855683704045,2018
40849313,PEACOCK RESTAURANT,Bronx,WEST  183 STREET,Chinese,2017-06-14,Critical,45.0,40.85920188006,-73.906357393585,2017
50043950,EL PARAISO RESTAURANT,Bronx,BROOK AVENUE,American,2019-05-02,Not Critical,22.0,40.807448655015,-73.91930113005,2019
50007468,TRIPLE 8 RESTAURANT,Bronx,EAST  152 STREET,Chinese,2020-01-30,Not Critical,9.0,40.815951411055,-73.907744371782,2020
50075315,I LOVE NY PIZZA,Bronx,EAST  172 STREET,Pizza,2019-12-04,Critical,83.0,40.832539314056,-73.869564499831,2019
50017419,MOTT HAVEN BAR & GRILL,Bronx,3 AVENUE,American,2017-04-19,Not Critical,11.0,40.808633427586,-73.930422173136,2017
50044007,SHALON RESTAURANT,Bronx,JEROME AVENUE,Latin American,2017-05-11,Critical,10.0,40.868947965381,-73.896241463588,2017
41379821,MCDONALD'S,Bronx,EASTCHESTER ROAD,Hamburgers,2019-05-28,Not Critical,4.0,40.849526192129005,-73.845002370755,2019
41379821,MCDONALD'S,Bronx,EASTCHESTER ROAD,Hamburgers,2019-05-28,Not Critical,4.0,40.849526192129005,-73.845002370755,2019
50005071,THE PIZZA BLOCK,Bronx,RIVERDALE AVENUE,Jewish/Kosher,2018-09-05,Critical,13.0,40.906340774536,-73.904246716497,2018
41436831,GREEK EXPRESS,Bronx,RIVERDALE AVENUE,Greek,2017-06-27,Not Critical,16.0,40.887580354978,-73.907272067544,2017
50005643,NEW BOE LEE,Bronx,LYDIG AVENUE,Chinese,2020-03-05,Not Critical,12.0,40.85446851039,-73.866079971576,2020
50005643,NEW BOE LEE,Bronx,LYDIG AVENUE,Chinese,2020-03-05,Not Critical,12.0,40.85446851039,-73.866079971576,2020
50005643,NEW BOE LEE,Bronx,LYDIG AVENUE,Chinese,2020-03-05,Not Critical,12.0,40.85446851039,-73.866079971576,2020
50085027,PIZZERIA SAN DIEGO,Bronx,EAST  180 STREET,Pizza,2018-12-17,Critical,12.0,40.850954726799,-73.894570741311,2018
41609062,PARADISE CAFE NY RESTAURANT,Bronx,OGDEN AVENUE,Spanish,2020-02-05,Not Critical,13.0,40.833576793068,-73.929019157014,2020
41609062,PARADISE CAFE NY RESTAURANT,Bronx,OGDEN AVENUE,Spanish,2020-02-05,Not Critical,13.0,40.833576793068,-73.929019157014,2020
50097209,KN BAKERY,Bronx,EAST  149 STREET,Bakery Products/Desserts,2022-02-10,Not Critical,11.0,40.817741995417,-73.92412622719499,2022
40549913,MCDONALD'S,Bronx,WHITE PLAINS ROAD,Hamburgers,2021-07-26,Critical,12.0,40.855581942878,-73.86764660146301,2021
41358275,NAPOLI'S BEST PIZZA,Bronx,EAST TREMONT AVENUE,Pizza,2017-06-07,Not Critical,7.0,40.8467185897,-73.89647868021301,2017
50065078,MADE IN PUERTO RICO,Bronx,EAST TREMONT AVENUE,Latin American,2018-06-12,Critical,50.0,40.834440736382,-73.829256269387,2018
50015696,AAA CARIDAD,Bronx,WEBSTER AVENUE,Latin American,2020-02-04,Not Critical,9.0,40.871417919088,-73.876498969679,2020
41713504,ISIS RESTAURANT,Bronx,ALLERTON AVENUE,Mexican,2018-03-08,Critical,30.0,40.865466212956,-73.865699807136,2018
41686184,OLI 99¢ FRESH PIZZA,Bronx,EAST BURNSIDE AVENUE,Pizza,2019-03-06,Critical,12.0,40.853751527361005,-73.907203737249,2019
50014157,POLLO SABROSO RESTAURANT,Bronx,EAST  198 STREET,Latin American,2018-10-15,Not Critical,19.0,40.869752157301,-73.890314065539,2018
50054483,BURGER KING,Bronx,WHITE PLAINS ROAD,Hamburgers,2019-06-12,Critical,10.0,40.895196815084,-73.856386977382,2019
50068854,BAGEL CORNER,Bronx,WEST  235 STREET,Bagels/Pretzels,2022-01-12,Critical,17.0,40.885881623069,-73.91106462572199,2022
41136985,GLACKEN'S BAR,Bronx,EAST  149 STREET,American,2019-06-05,Not Critical,10.0,40.818870144188,-73.928496577747,2019
40402699,RIVERDALE YACHT CLUB,Bronx,WEST 254 STREET & HUDSON RIVER,American,2017-02-11,Critical,10.0,40.903121070343,-73.914503439732,2017
41640824,RICURAS ECUADORIAN BAKERY,Bronx,WATSON AVENUE,Spanish,2018-02-02,Critical,11.0,40.826351628305,-73.876066230043,2018
50056305,MONTE PIZZA,Bronx,EAST  188 STREET,Pizza,2019-05-07,Critical,33.0,40.860203882844,-73.89392336549,2019
50063280,ENZO'S OF ARTHUR AVE,Bronx,ARTHUR AVE,Italian,2019-02-06,Critical,12.0,,,2019
41326097,LA ESTRELLA RESTAURANT,Bronx,GRAND CONCOURSE,Latin American,2022-02-23,Not Critical,4.0,40.854101482814,-73.902240059329,2022
50051186,LOVE GARDEN,Bronx,EAST  180 STREET,Chinese,2018-10-23,Critical,61.0,40.846392355534,-73.88532506134901,2018
41470237,RUINAS DE COPAN,Bronx,BROOK AVENUE,Spanish,2019-12-16,Not Critical,8.0,40.813380328623,-73.915861913071,2019
41367337,SUBWAY,Bronx,BRUCKNER BOULEVARD,Sandwiches,2019-10-28,Critical,27.0,40.824026926714,-73.873635272519,2019
50005591,CHINA MIA,Bronx,WHITE PLAINS ROAD,Chinese,2019-04-17,Not Critical,11.0,40.858474786046,-73.86755406021,2019
50005591,CHINA MIA,Bronx,WHITE PLAINS ROAD,Chinese,2019-04-17,Not Critical,11.0,40.858474786046,-73.86755406021,2019
50050670,MCDONALD'S,Bronx,WESTCHESTER AVENUE,Hamburgers,2018-08-14,Not Critical,34.0,40.819575062658,-73.901832128863,2018
40916630,M&G RESTAURANT,Bronx,ARTHUR AVENUE,American,2019-08-26,Not Critical,21.0,40.855287713,-73.887771422155,2019
50012131,OLIVIA'S RESTAURANT & LOUNGE,Bronx,WESTCHESTER AVENUE,Latin American,2018-04-03,Not Critical,11.0,40.832587678684,-73.863934294693,2018
50069991,EL TRAILERO RESTAURANT,Bronx,RANDALL AVENUE,Spanish,2019-11-08,Critical,10.0,40.811738053598,-73.888943353596,2019
41396673,STAND 107,Bronx,EAST  161 STREET,Sandwiches,2019-08-14,Critical,10.0,40.829028434834,-73.928496459645,2019
41702558,MAR Y TIERRA RESTAURANT & LOUNGE,Bronx,BAINBRIDGE AVENUE,Latin American,2019-01-07,Critical,20.0,40.876389215264,-73.87964652648401,2019
41298880,BURGER KING,Bronx,BRUCKNER BOULEVARD,Hamburgers,2019-04-16,Not Critical,13.0,40.825908152693,-73.862618306538,2019
40618714,WEBSTER CAFE,Bronx,WEBSTER AVENUE,American,2021-07-28,Critical,16.0,40.867190361972,-73.88374882721,2021
50071507,Chef King Chinese Restaurant,Bronx,ALLERTON AVENUE,Chinese,2018-01-24,Critical,10.0,40.865458014443,-73.856639452925,2018
50012297,YOUR DALEY BREAD,Bronx,EAST GUN HILL ROAD,Caribbean,2019-07-11,Not Critical,9.0,40.871507614408,-73.8482521624,2019
50109171,FRONTPAGE RESTAURANT11,Bronx,WHITE PLAINS ROAD,Caribbean,2021-08-04,Not Critical,,40.902609047670005,-73.851082113628,2021
41163361,ANGIE'S CAFE PIZZA,Bronx,3 AVENUE,Pizza,2018-09-25,Not Critical,11.0,40.811302002293,-73.92709585920801,2018
40814300,CARVEL,Bronx,MORRIS AVENUE,Frozen Desserts,2019-06-07,Critical,7.0,40.817880903981,-73.922518339606,2019
41620301,TACO VELOZ VIP,Bronx,EAST  138 STREET,Tex-Mex,2018-06-13,Critical,13.0,40.809526814059,-73.92388637161,2018
50086456,PIZZA SUPREME,Bronx,BROADWAY,Pizza,2018-12-18,Not Critical,2.0,40.888948080268,-73.898532081118,2018
41654352,COOLER RUNNINGS JAMAICAN RESTAURANT,Bronx,NEREID AVENUE,Caribbean,2020-02-21,Critical,38.0,40.898304301170995,-73.850292379808,2020
50006048,SUBWAY,Bronx,GRAND CONCOURSE,Sandwiches,2016-09-22,Not Critical,,40.820811918957,-73.926120720667,2016
41249587,"D'ANGELO'S PIZZA, PANCHO'S MEXICAN RESTAURANT",Bronx,PUGSLEY AVENUE,Mexican,2019-11-04,Critical,12.0,40.830487768039,-73.857004176861,2019
50003350,3-J RESTAURANT AND PIZZA,Bronx,PROSPECT AVENUE,Latin American,2018-01-12,Critical,41.0,40.812394239758,-73.904411302372,2018
41712791,ZYMI BAR & GRILL,Bronx,ASTOR AVENUE,American,2019-12-03,Critical,13.0,40.859571262286,-73.86632994763,2019
40849313,PEACOCK RESTAURANT,Bronx,WEST  183 STREET,Chinese,2018-09-27,Critical,14.0,40.85920188006,-73.906357393585,2018
41178943,GOLDEN PALACE CHINESE RESTAURANT,Bronx,CASTLE HILL AVENUE,Chinese,2018-11-16,Not Critical,10.0,40.820738406237,-73.848418963398,2018
41616073,GRUENEBAUM'S BAKERY & CAFE,Bronx,RIVERDALE AVENUE,Jewish/Kosher,2020-03-13,Not Critical,11.0,40.906096549329,-73.904312188114,2020
50092693,S & D CATERERS,Bronx,CROSBY AVENUE,Sandwiches,2019-06-17,Not Critical,43.0,40.842615870242,-73.830127919798,2019
50081494,THERE SHOULD ALWAYS BE CAKE,Bronx,EAST TREMONT AVENUE,Bakery Products/Desserts,2019-12-10,Not Critical,9.0,40.842724620935996,-73.85114801645899,2019
50042826,TAQUERIA LUPITA,Bronx,EAST TREMONT AVENUE,Mexican,2018-02-01,Not Critical,22.0,40.830112441743005,-73.825711690459,2018
50034610,MAMA G AFRICAN KITCHEN,Bronx,WHITE PLAINS ROAD,African,2018-10-16,Not Critical,54.0,40.880316714458,-73.864653518319,2018
50037770,OASIS RESTAURANT & BAR,Bronx,WHITE PLAINS ROAD,Caribbean,2017-12-20,Not Critical,33.0,40.902792741807,-73.850926147492,2017
41658466,FISH N TING RESTAURANT,Bronx,BOSTON ROAD,Caribbean,2018-04-11,Not Critical,28.0,40.88543513741,-73.829233290869,2018
50017865,XING LONG CHINESE RESTUARANT,Bronx,EAST  169 STREET,Chinese,2018-09-28,Critical,5.0,40.832433345754,-73.904093308006,2018
40927513,ISLA OF VERDE CAFE,Bronx,WESTCHESTER AVENUE,Latin American,2017-07-13,Critical,12.0,40.83258500669,-73.863995732701,2017
50106710,DRAGON VILLAGE,Bronx,WESTCHESTER AVE,Chinese,2021-08-12,Critical,13.0,40.831803088148,-73.866620836262,2021
50071281,SOSUA SEAFOOD,Bronx,WEST  170 STREET,Seafood,2017-11-27,Not Critical,35.0,40.840383897129,-73.920851228244,2017
50073484,TEXAS CHICKEN & BURGERS,Bronx,EAST TREMONT AVENUE,Chicken,2019-02-06,Not Critical,4.0,40.844076127106,-73.88844821315699,2019
41396659,PAPA JOHN'S (STAND 310),Bronx,EAST  161 STREET,Pizza,2017-07-25,Not Applicable,0.0,40.829028434834,-73.928496459645,2017
50037948,ANTOJITOS & NATURAL JUICE BAR,Bronx,CLAY AVENUE,"Juice, Smoothies, Fruit Salads",2018-05-21,Not Critical,,40.837472891079,-73.907692729226,2018
50000293,KENNEDY FRIED CHICKEN,Bronx,MORRIS AVENUE,Chicken,2018-04-09,Not Critical,13.0,40.827368695505,-73.917452115554,2018
50056800,RULAY LOUNGE BAR & RESTAURANT,Bronx,WEBSTER AVENUE,Spanish,2017-06-15,Critical,43.0,40.867612345474,-73.883053893875,2017
50044260,BURGER KING,Bronx,CONCOURSE PLAZA/161ST ST,Hamburgers,2019-05-31,Critical,10.0,0.0,0.0,2019
50061123,CROWN GRILL & CHICKEN,Bronx,CASTLE HILL AVENUE,Chicken,2022-02-01,Not Critical,4.0,40.82261089825,-73.848855484061,2022
50093068,THE JUICER SHACK,Bronx,SOUTHERN BOULEVARD,Sandwiches/Salads/Mixed Buffet,2019-06-25,Not Critical,36.0,40.825648508031996,-73.89191185835101,2019
50105856,,Bronx,HUNTS POINT AVENUE,,1900-01-01,Not Applicable,,40.8175263009,-73.888507340006,1900
50064056,PORTO SALVO,Bronx,EAST  161 STREET,Italian,2019-05-02,Critical,22.0,40.823909742434004,-73.912950759917,2019
50003350,3-J RESTAURANT AND PIZZA,Bronx,PROSPECT AVENUE,Latin American,2018-01-12,Not Critical,41.0,40.812394239758,-73.904411302372,2018
50003350,3-J RESTAURANT AND PIZZA,Bronx,PROSPECT AVENUE,Latin American,2018-01-12,Not Critical,41.0,40.812394239758,-73.904411302372,2018
41096631,KELLY'S PUB,Bronx,EAST  233 STREET,Bottled Beverages,2017-12-05,Not Critical,18.0,40.895579348783,-73.87614283292599,2017
50097138,IHOP,Bronx,BROADWAY,Pancakes/Waffles,2019-12-12,Critical,16.0,40.880290288331,-73.90383234465399,2019
41615635,PERISTA RESTAURANT,Bronx,WEST KINGSBRIDGE ROAD,American,2019-02-01,Critical,21.0,40.868376139294,-73.901430785914,2019
50034109,CHEN XIN LUNG CHINESE RESTAURANT,Bronx,DYRE AVENUE,Chinese,2019-11-12,Not Critical,9.0,40.888289929701,-73.831280226177,2019
41707226,DALLAS BBQ,Bronx,BARTOW AVENUE,American,2018-01-31,Critical,10.0,40.869419885607,-73.825738432827,2018
41539489,PICANTE PICANTE RESTAURANT,Bronx,WEST  231 STREET,Mexican,2019-11-20,Critical,8.0,40.878225549599,-73.902992775979,2019
41461629,LOS BALBUENA RESTAURANT,Bronx,RYER AVENUE,Latin American,2017-07-14,Critical,13.0,40.859296388527,-73.898074991117,2017
50017419,MOTT HAVEN BAR & GRILL,Bronx,3 AVENUE,American,2018-05-22,Not Critical,9.0,40.808633427586,-73.930422173136,2018
50017419,MOTT HAVEN BAR & GRILL,Bronx,3 AVENUE,American,2018-05-22,Not Critical,9.0,40.808633427586,-73.930422173136,2018
50002062,K & L RESTAURANT AND CATERING SERVICE,Bronx,3 AVENUE,Caribbean,2022-03-21,Not Critical,29.0,40.822850202684,-73.909313714702,2022
50035765,SMASHBURGER,Bronx,BOSTON ROAD,Hamburgers,2017-08-03,Critical,20.0,40.889958197447,-73.820071093679,2017
41713504,ISIS RESTAURANT,Bronx,ALLERTON AVENUE,Mexican,2018-09-20,Not Critical,43.0,40.865466212956,-73.865699807136,2018
41598329,BOSTON ROAD CHINA,Bronx,BOSTON ROAD,Chinese,2018-01-23,Not Critical,20.0,40.876803402507,-73.84709011214599,2018
50074800,THELMA'S KITCHEN,Bronx,EAST  174 STREET,American,2018-08-14,Not Critical,6.0,40.844604562465,-73.905355165842,2018
50072568,GOOD TASTE,Bronx,CRESTON AVENUE,Asian/Asian Fusion,2020-02-25,Critical,40.0,40.861446181334,-73.898830886165,2020
50045798,MARGARITA'S,Bronx,AVENUE SAINT JOHN,Spanish,2018-06-20,Not Critical,18.0,40.815771726517,-73.9028673971,2018
50073787,MI BAKERY & CAFE,Bronx,WEST  183 STREET,Bakery Products/Desserts,2018-05-10,Critical,25.0,40.859102839734994,-73.906075554064,2018
50063198,KENNEDY FRIED CHICKEN,Bronx,EAST TREMONT AVENUE,Chicken,2022-02-01,Not Critical,9.0,40.842799997262,-73.885830042064,2022
50001954,CONSTANT SPRING RESTAURANT,Bronx,EAST GUN HILL ROAD,Caribbean,2019-02-11,Critical,26.0,40.870726151614,-73.846775106931,2019
50005649,NPR FOOD SOLUTIONS,Bronx,WILLIAMSBRIDGE ROAD,American,2019-03-20,Critical,13.0,40.846745228997996,-73.84871368816499,2019
50057895,MIS ANTOJITOS AND NATURAL JUICE BAR,Bronx,MORRISON AVENUE,"Juice, Smoothies, Fruit Salads",2019-02-06,Critical,12.0,40.831307503712004,-73.875023471497,2019
50057895,MIS ANTOJITOS AND NATURAL JUICE BAR,Bronx,MORRISON AVENUE,"Juice, Smoothies, Fruit Salads",2019-02-06,Critical,12.0,40.831307503712004,-73.875023471497,2019
50072911,JUANITO RESTAURANT,Bronx,EAST  138 STREET,Spanish,2022-03-03,Critical,17.0,40.80776461455,-73.919748673439,2022
50073724,COM TAM NINH KIEU,Bronx,JEROME AVENUE,Southeast Asian,2018-11-29,Critical,13.0,40.866836009551,-73.897900690889,2018
